MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
0.3333333333333333,0.6666666666666666,0.49040783718144776,0.37264618057338117,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.3333333333333333,0.0,1.0,0.75,0.2,0.4444444444444445,0.5,0.4852941176470588,0.9508196721311476,0.0,0.0,0.2,0.4,0.3333333333333333,0.0,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.4000000000000001,0.06520198440822113,0.6000000000000001,1.0,0.15368150684931506,0.12569558101472997,1.0,0.5,1.0,1.0,0.4026875608562719,0.19757869249394674,0.0,0.5008378844987487,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.8,0.75,0.616822429906542,0.0,0.25,0.1692524682651622,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2727272727272727,0.6666666666666666,0.75,0.0,0.0,0.0
0.0,0.6666666666666666,0.3284263672070855,0.27695310810976626,1.0,1.0,0.3333333333333333,0.0,1.0,0.25,0.0,0.09523809523809523,0.4,1.0,0.75,0.6000000000000001,0.3333333333333333,0.75,0.6102941176470588,0.8032786885245902,0.0,0.0,0.30000000000000004,0.2,0.3333333333333333,0.0,0.33333333333333337,0.5,1.0,0.6666666666666666,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.18835616438356162,0.07201309328968904,1.0,0.5,1.0,0.6666666666666666,0.361858779196198,0.0,0.0,0.33825677054764425,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.0,0.16666666666666666,1.0,0.0,0.0,0.75,0.2585317205479033,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6363636363636364,0.6666666666666666,0.75,0.0,0.0,1.0
0.5833333333333333,0.6666666666666666,0.38858111692291897,0.3170309928386905,1.0,1.0,0.0,1.0,1.0,0.25,0.5,0.7142857142857142,0.4,1.0,0.75,1.0,0.6666666666666665,0.625,0.5661764705882353,0.14754098360655737,0.0,0.0,0.5,0.4,0.3333333333333333,0.0,0.33333333333333337,0.25,0.25,0.6666666666666666,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.3321917808219178,0.1270049099836334,1.0,0.5,1.0,1.0,0.3539377919335944,0.3152542372881356,0.0,0.5318323567879295,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.8,0.75,0.719626168224299,0.5,0.25,0.19040902679830748,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.09090909090909091,0.6666666666666666,0.75,0.0,0.0,0.0
0.0,0.6666666666666666,0.38858111692291897,0.3480528601218851,1.0,1.0,0.0,0.0,1.0,0.25,0.0,0.2857142857142857,0.4,1.0,0.75,0.6000000000000001,0.1111111111111111,0.5,0.6544117647058824,0.9836065573770493,0.0,0.0,0.30000000000000004,0.2,0.3333333333333333,0.0,0.33333333333333337,0.5,0.5,0.33333333333333337,0.3333333333333333,0.0,0.4000000000000001,0.051381998582565556,0.0,0.0,0.0,0.04746317512274959,1.0,0.5,0.0,0.3333333333333333,0.1025849252422546,0.0,0.0,0.09589388876068217,0.0,0.0,0.3333333333333333,0.0,0.125,0.3333333333333333,0.0,0.08333333333333334,1.0,0.0,0.0,0.25,0.7383177570093458,0.0,0.25,0.17348377997179126,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
1.0,0.6666666666666666,0.47607804927429886,0.37473396962142425,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.9523809523809523,0.4,1.0,0.75,1.0,0.7777777777777777,0.5,0.022058823529411763,0.04918032786885246,0.0,0.0,0.9,0.9,0.6666666666666666,0.215,0.6666666666666666,0.5,1.0,0.9999999999999999,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0.4892979452054794,0.18707037643207858,1.0,1.0,1.0,1.0,0.4655754552205087,0.6440677966101694,0.0,0.7082244270816784,0.0,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.8,1.0,0.02803738317757009,0.5,0.75,0.6008462623413258,0.5,0.5,1.0,0.22403733955659275,0.300796812749004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8181818181818182,0.6666666666666666,0.75,0.0,0.0,0.0
0.75,0.6666666666666666,0.4349089973815976,0.374313937708437,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.19047619047619047,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.25,0.375,0.8524590163934427,0.0,0.0,0.1,0.5,0.3333333333333333,0.0,0.33333333333333337,0.25,0.5,0.33333333333333337,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5462328767123288,0.20883797054009823,1.0,0.5,1.0,0.6666666666666666,0.5072310524883448,0.0,0.0,0.4741472298041538,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.24999999999999997,0.0,0.0,0.0,0.75,0.47663551401869153,0.0,0.25,0.2468265162200282,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4545454545454545,0.0,0.25,0.0,0.0,0.0
0.3333333333333333,0.3333333333333333,0.3356137766879639,0.3715195022421891,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.14285714285714285,0.4,1.0,0.75,0.2,0.4444444444444445,0.5,0.5661764705882353,0.9508196721311476,0.0,0.0,0.30000000000000004,0.2,0.3333333333333333,0.0,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.2,0.057406094968107724,0.0,0.0,0.2517123287671233,0.14926350245499184,1.0,0.75,1.0,0.6666666666666666,0.38013592369171967,0.16271186440677965,0.0,0.46629824870348635,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.33333333333333337,0.33333333333333337,1.0,0.0,0.0,0.25,0.46728971962616817,0.0,0.25,0.11283497884344146,0.25,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1818181818181818,0.6666666666666666,0.75,0.0,0.0,0.0
0.3333333333333333,0.6666666666666666,0.4124694024171558,0.43674083148514686,1.0,0.5,0.0,0.0,1.0,0.25,0.0,0.09523809523809523,0.4,1.0,0.75,0.2,0.5555555555555556,0.75,0.625,0.14754098360655737,0.5,0.0,0.30000000000000004,0.2,0.3333333333333333,0.0,0.33333333333333337,0.5,0.25,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.3565924657534246,0.13633387888707038,1.0,0.75,1.0,1.0,0.4345389432363853,0.38498789346246975,0.0,0.6051670605432262,0.0,0.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,0.8,0.25,0.8037383177570093,0.0,0.5,0.2609308885754584,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4545454545454545,0.6666666666666666,0.75,0.0,0.0,0.0
0.75,0.6666666666666666,0.48569261471700664,0.3859340184318778,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.5238095238095237,0.4,1.0,0.75,0.6000000000000001,0.5555555555555556,0.625,0.23529411764705882,0.13114754098360656,1.0,0.0,0.6000000000000001,0.6000000000000001,0.6666666666666666,0.061875,0.33333333333333337,0.5,0.5,0.33333333333333337,0.6666666666666667,0.0,0.8,0.11746987951807229,0.2,1.0,0.0,0.17021276595744683,1.0,0.25,1.0,1.0,0.5168937055827505,0.0,0.0,0.48317964249812295,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.3333333333333333,0.4,0.75,0.29906542056074764,0.5,0.5,0.3413258110014104,0.5,0.5,1.0,0.30921820303383896,0.0,0.0,0.0,0.0,0.8780487804878049,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
0.9166666666666666,0.6666666666666666,0.44681001146567345,0.1828022318520548,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.9047619047619047,0.4,1.0,1.0,0.6000000000000001,0.7777777777777777,0.5,0.15441176470588236,0.36065573770491804,0.0,0.0,0.6000000000000001,0.6000000000000001,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.4597602739726027,0.17577741407528644,1.0,1.0,1.0,1.0,0.4469129249570214,0.0,0.0,0.41776331376500764,0.0,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.0,0.0,0.75,0.18691588785046728,0.5,0.5,0.3251057827926657,0.5,0.5,1.0,0.0,0.14741035856573706,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8181818181818182,0.6666666666666666,0.75,1.0,0.0,0.0
